"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
2787,nyonyot,nyunyut,varian_baku_tidak_baku,'nyonyot' dan 'nyunyut' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'nyonyot' dalam kalimat.,Padanan kata 'nyonyot' adalah 'nyunyut'.
2788,oasis,wahah,sinonim_satu_synset,'oasis' dan 'wahah' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'oasis' dalam kalimat.,Padanan kata 'oasis' adalah 'wahah'.
2789,obrak-abrik,ubrak-abrik,varian_baku_tidak_baku,'obrak-abrik' dan 'ubrak-abrik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'obrak-abrik' dalam kalimat.,Padanan kata 'obrak-abrik' adalah 'ubrak-abrik'.
2790,obyek,objek,varian_baku_tidak_baku,'obyek' dan 'objek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'obyek' dalam kalimat.,Padanan kata 'obyek' adalah 'objek'.
2791,obyektif,objektif,varian_baku_tidak_baku,'obyektif' dan 'objektif' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'obyektif' dalam kalimat.,Padanan kata 'obyektif' adalah 'objektif'.
2792,obyektivisme,objektivisme,varian_baku_tidak_baku,'obyektivisme' dan 'objektivisme' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'obyektivisme' dalam kalimat.,Padanan kata 'obyektivisme' adalah 'objektivisme'.
2793,obyektivitas,objektivitas,varian_baku_tidak_baku,'obyektivitas' dan 'objektivitas' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'obyektivitas' dalam kalimat.,Padanan kata 'obyektivitas' adalah 'objektivitas'.
2794,ojah,oja,varian_baku_tidak_baku,'ojah' dan 'oja' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ojah' dalam kalimat.,Padanan kata 'ojah' adalah 'oja'.
2795,oktan,oktana,varian_baku_tidak_baku,'oktan' dan 'oktana' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'oktan' dalam kalimat.,Padanan kata 'oktan' adalah 'oktana'.
2796,olak,pusaran,sinonim_satu_synset,'olak' dan 'pusaran' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'olak' dalam kalimat.,Padanan kata 'olak' adalah 'pusaran'.
2797,olia,aulia,varian_baku_tidak_baku,'olia' dan 'aulia' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'olia' dalam kalimat.,Padanan kata 'olia' adalah 'aulia'.
2798,omset,omzet,varian_baku_tidak_baku,'omset' dan 'omzet' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'omset' dalam kalimat.,Padanan kata 'omset' adalah 'omzet'.
2799,omel,mencomel,sinonim_satu_synset,'omel' dan 'mencomel' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'omel' dalam kalimat.,Padanan kata 'omel' adalah 'mencomel'.
2800,omnivora,omnivor,varian_baku_tidak_baku,'omnivora' dan 'omnivor' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'omnivora' dalam kalimat.,Padanan kata 'omnivora' adalah 'omnivor'.
2801,omong,cakap,sinonim_satu_synset,'omong' dan 'cakap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'omong' dalam kalimat.,Padanan kata 'omong' adalah 'cakap'.
2802,omong,bual,sinonim_satu_synset,'omong' dan 'bual' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'omong' dalam kalimat.,Padanan kata 'omong' adalah 'bual'.
2803,omong,bercakap,sinonim_satu_synset,'omong' dan 'bercakap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'omong' dalam kalimat.,Padanan kata 'omong' adalah 'bercakap'.
2804,omong,mempercakapkan,sinonim_satu_synset,'omong' dan 'mempercakapkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'omong' dalam kalimat.,Padanan kata 'omong' adalah 'mempercakapkan'.
2805,onani,masturbasi,sinonim_satu_synset,'onani' dan 'masturbasi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'onani' dalam kalimat.,Padanan kata 'onani' adalah 'masturbasi'.
2806,ongok,bodoh,sinonim_satu_synset,'ongok' dan 'bodoh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ongok' dalam kalimat.,Padanan kata 'ongok' adalah 'bodoh'.
2807,ongok,tolol,sinonim_satu_synset,'ongok' dan 'tolol' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ongok' dalam kalimat.,Padanan kata 'ongok' adalah 'tolol'.
2808,onta,unta,varian_baku_tidak_baku,'onta' dan 'unta' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'onta' dalam kalimat.,Padanan kata 'onta' adalah 'unta'.
2809,onyak-anyik,onyah-anyih,varian_baku_tidak_baku,'onyak-anyik' dan 'onyah-anyih' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'onyak-anyik' dalam kalimat.,Padanan kata 'onyak-anyik' adalah 'onyah-anyih'.
2810,opau,pao-pao,varian_baku_tidak_baku,'opau' dan 'pao-pao' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'opau' dalam kalimat.,Padanan kata 'opau' adalah 'pao-pao'.
2811,open,oven,varian_baku_tidak_baku,'open' dan 'oven' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'open' dalam kalimat.,Padanan kata 'open' adalah 'oven'.
2812,opium,candu,sinonim_satu_synset,'opium' dan 'candu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'opium' dalam kalimat.,Padanan kata 'opium' adalah 'candu'.
2813,opium,madat,sinonim_satu_synset,'opium' dan 'madat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'opium' dalam kalimat.,Padanan kata 'opium' adalah 'madat'.
2814,oplet,opelet,varian_baku_tidak_baku,'oplet' dan 'opelet' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'oplet' dalam kalimat.,Padanan kata 'oplet' adalah 'opelet'.
2815,oportunitas,peluang,sinonim_satu_synset,'oportunitas' dan 'peluang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'oportunitas' dalam kalimat.,Padanan kata 'oportunitas' adalah 'peluang'.
2816,orasio,orasi,varian_baku_tidak_baku,'orasio' dan 'orasi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'orasio' dalam kalimat.,Padanan kata 'orasio' adalah 'orasi'.
2817,orde,susunan,sinonim_satu_synset,'orde' dan 'susunan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'orde' dalam kalimat.,Padanan kata 'orde' adalah 'susunan'.
2818,oreol,aureol,varian_baku_tidak_baku,'oreol' dan 'aureol' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'oreol' dalam kalimat.,Padanan kata 'oreol' adalah 'aureol'.
2819,orisinil,orisinal,varian_baku_tidak_baku,'orisinil' dan 'orisinal' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'orisinil' dalam kalimat.,Padanan kata 'orisinil' adalah 'orisinal'.
2820,ornamen,perhiasan,sinonim_satu_synset,'ornamen' dan 'perhiasan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'ornamen' dalam kalimat.,Padanan kata 'ornamen' adalah 'perhiasan'.
2821,oseanografi,oseanologi,sinonim_satu_synset,'oseanografi' dan 'oseanologi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'oseanografi' dalam kalimat.,Padanan kata 'oseanografi' adalah 'oseanologi'.
2822,osilasi,ayunan,sinonim_satu_synset,'osilasi' dan 'ayunan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'osilasi' dalam kalimat.,Padanan kata 'osilasi' adalah 'ayunan'.
2823,otak,pikiran,sinonim_satu_synset,'otak' dan 'pikiran' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'otak' dalam kalimat.,Padanan kata 'otak' adalah 'pikiran'.
2824,otentik,autentik,varian_baku_tidak_baku,'otentik' dan 'autentik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otentik' dalam kalimat.,Padanan kata 'otentik' adalah 'autentik'.
2825,otoaktivitas,autoaktivitas,varian_baku_tidak_baku,'otoaktivitas' dan 'autoaktivitas' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otoaktivitas' dalam kalimat.,Padanan kata 'otoaktivitas' adalah 'autoaktivitas'.
2826,otobiografi,autobiografi,sinonim_satu_synset,'otobiografi' dan 'autobiografi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'otobiografi' dalam kalimat.,Padanan kata 'otobiografi' adalah 'autobiografi'.
2827,otodidak,autodidak,varian_baku_tidak_baku,'otodidak' dan 'autodidak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otodidak' dalam kalimat.,Padanan kata 'otodidak' adalah 'autodidak'.
2828,otograf,autograf,varian_baku_tidak_baku,'otograf' dan 'autograf' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otograf' dalam kalimat.,Padanan kata 'otograf' adalah 'autograf'.
2829,otografi,autografi,varian_baku_tidak_baku,'otografi' dan 'autografi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otografi' dalam kalimat.,Padanan kata 'otografi' adalah 'autografi'.
2830,otokrasi,autokrasi,varian_baku_tidak_baku,'otokrasi' dan 'autokrasi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otokrasi' dalam kalimat.,Padanan kata 'otokrasi' adalah 'autokrasi'.
2831,otokrat,autokrat,varian_baku_tidak_baku,'otokrat' dan 'autokrat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otokrat' dalam kalimat.,Padanan kata 'otokrat' adalah 'autokrat'.
2832,otokritik,autokritik,varian_baku_tidak_baku,'otokritik' dan 'autokritik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otokritik' dalam kalimat.,Padanan kata 'otokritik' adalah 'autokritik'.
2833,otomasi,automasi,varian_baku_tidak_baku,'otomasi' dan 'automasi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otomasi' dalam kalimat.,Padanan kata 'otomasi' adalah 'automasi'.
2834,otopsi,autopsi,sinonim_satu_synset,'otopsi' dan 'autopsi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'otopsi' dalam kalimat.,Padanan kata 'otopsi' adalah 'autopsi'.
2835,otorita,otoritas,varian_baku_tidak_baku,'otorita' dan 'otoritas' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otorita' dalam kalimat.,Padanan kata 'otorita' adalah 'otoritas'.
2836,otoritet,otoritas,varian_baku_tidak_baku,'otoritet' dan 'otoritas' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'otoritet' dalam kalimat.,Padanan kata 'otoritet' adalah 'otoritas'.
2837,ovari,ovarium,varian_baku_tidak_baku,'ovari' dan 'ovarium' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'ovari' dalam kalimat.,Padanan kata 'ovari' adalah 'ovarium'.
2838,oyak,mengejar,sinonim_satu_synset,'oyak' dan 'mengejar' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'oyak' dalam kalimat.,Padanan kata 'oyak' adalah 'mengejar'.
2839,oyong,goyang,sinonim_satu_synset,'oyong' dan 'goyang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'oyong' dalam kalimat.,Padanan kata 'oyong' adalah 'goyang'.
2840,pah,pak,varian_baku_tidak_baku,'pah' dan 'pak' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pah' dalam kalimat.,Padanan kata 'pah' adalah 'pak'.
2841,pacak,pacek,varian_baku_tidak_baku,'pacak' dan 'pacek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pacak' dalam kalimat.,Padanan kata 'pacak' adalah 'pacek'.
2842,pacar,kekasih,sinonim_satu_synset,'pacar' dan 'kekasih' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pacar' dalam kalimat.,Padanan kata 'pacar' adalah 'kekasih'.
2843,pacat,pacet,varian_baku_tidak_baku,'pacat' dan 'pacet' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pacat' dalam kalimat.,Padanan kata 'pacat' adalah 'pacet'.
2844,pacis,pacih,varian_baku_tidak_baku,'pacis' dan 'pacih' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pacis' dalam kalimat.,Padanan kata 'pacis' adalah 'pacih'.
2845,padan,sesuai,sinonim_satu_synset,'padan' dan 'sesuai' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'padan' dalam kalimat.,Padanan kata 'padan' adalah 'sesuai'.
2846,padang,lapangan,sinonim_satu_synset,'padang' dan 'lapangan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'padang' dalam kalimat.,Padanan kata 'padang' adalah 'lapangan'.
2847,padat,padu,sinonim_satu_synset,'padat' dan 'padu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'padat' dalam kalimat.,Padanan kata 'padat' adalah 'padu'.
2848,padat,mampat,sinonim_satu_synset,'padat' dan 'mampat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'padat' dalam kalimat.,Padanan kata 'padat' adalah 'mampat'.
2849,padepokan,pedepokan,varian_baku_tidak_baku,'padepokan' dan 'pedepokan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'padepokan' dalam kalimat.,Padanan kata 'padepokan' adalah 'pedepokan'.
2850,padu,pejal,sinonim_satu_synset,'padu' dan 'pejal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'padu' dalam kalimat.,Padanan kata 'padu' adalah 'pejal'.
2851,padusi,pedusi,varian_baku_tidak_baku,'padusi' dan 'pedusi' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'padusi' dalam kalimat.,Padanan kata 'padusi' adalah 'pedusi'.
2852,paedah,faedah,varian_baku_tidak_baku,'paedah' dan 'faedah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'paedah' dalam kalimat.,Padanan kata 'paedah' adalah 'faedah'.
2853,pagan,kuat,sinonim_satu_synset,'pagan' dan 'kuat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pagan' dalam kalimat.,Padanan kata 'pagan' adalah 'kuat'.
2854,pagun,pagan,sinonim_satu_synset,'pagun' dan 'pagan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pagun' dalam kalimat.,Padanan kata 'pagun' adalah 'pagan'.
2855,pahing,paing,varian_baku_tidak_baku,'pahing' dan 'paing' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pahing' dalam kalimat.,Padanan kata 'pahing' adalah 'paing'.
2856,pakar,spesialis,sinonim_satu_synset,'pakar' dan 'spesialis' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pakar' dalam kalimat.,Padanan kata 'pakar' adalah 'spesialis'.
2857,pakat,pekat,varian_baku_tidak_baku,'pakat' dan 'pekat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pakat' dalam kalimat.,Padanan kata 'pakat' adalah 'pekat'.
2858,pakbon,vakbon,varian_baku_tidak_baku,'pakbon' dan 'vakbon' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pakbon' dalam kalimat.,Padanan kata 'pakbon' adalah 'vakbon'.
2859,paku,pakis,sinonim_satu_synset,'paku' dan 'pakis' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'paku' dalam kalimat.,Padanan kata 'paku' adalah 'pakis'.
2860,pancakara,berkelahi,sinonim_satu_synset,'pancakara' dan 'berkelahi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pancakara' dalam kalimat.,Padanan kata 'pancakara' adalah 'berkelahi'.
2861,pancakara,berperang,sinonim_satu_synset,'pancakara' dan 'berperang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pancakara' dalam kalimat.,Padanan kata 'pancakara' adalah 'berperang'.
2862,palam,penutup,sinonim_satu_synset,'palam' dan 'penutup' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'palam' dalam kalimat.,Padanan kata 'palam' adalah 'penutup'.
2863,palasik,pelesit,varian_baku_tidak_baku,'palasik' dan 'pelesit' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'palasik' dalam kalimat.,Padanan kata 'palasik' adalah 'pelesit'.
2864,pali,pemali,varian_baku_tidak_baku,'pali' dan 'pemali' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'pali' dalam kalimat.,Padanan kata 'pali' adalah 'pemali'.
2865,palit,pailit,varian_baku_tidak_baku,'palit' dan 'pailit' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'palit' dalam kalimat.,Padanan kata 'palit' adalah 'pailit'.
2866,palm,palem,varian_baku_tidak_baku,'palm' dan 'palem' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'palm' dalam kalimat.,Padanan kata 'palm' adalah 'palem'.
2867,palma,palem,varian_baku_tidak_baku,'palma' dan 'palem' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'palma' dalam kalimat.,Padanan kata 'palma' adalah 'palem'.
2868,palmit,palmin,varian_baku_tidak_baku,'palmit' dan 'palmin' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'palmit' dalam kalimat.,Padanan kata 'palmit' adalah 'palmin'.
2869,palung,lawak-lawak,sinonim_satu_synset,'palung' dan 'lawak-lawak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'palung' dalam kalimat.,Padanan kata 'palung' adalah 'lawak-lawak'.
2870,palut,bersalut,sinonim_satu_synset,'palut' dan 'bersalut' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'palut' dalam kalimat.,Padanan kata 'palut' adalah 'bersalut'.
2871,palut,menyalut,sinonim_satu_synset,'palut' dan 'menyalut' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'palut' dalam kalimat.,Padanan kata 'palut' adalah 'menyalut'.
2872,pandai,pintar,sinonim_satu_synset,'pandai' dan 'pintar' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pandai' dalam kalimat.,Padanan kata 'pandai' adalah 'pintar'.
2873,pandak,pendek,sinonim_satu_synset,'pandak' dan 'pendek' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pandak' dalam kalimat.,Padanan kata 'pandak' adalah 'pendek'.
2874,pandau,paya,sinonim_satu_synset,'pandau' dan 'paya' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pandau' dalam kalimat.,Padanan kata 'pandau' adalah 'paya'.
2875,pandir,bodoh,sinonim_satu_synset,'pandir' dan 'bodoh' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pandir' dalam kalimat.,Padanan kata 'pandir' adalah 'bodoh'.
2876,pandir,bebal,sinonim_satu_synset,'pandir' dan 'bebal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pandir' dalam kalimat.,Padanan kata 'pandir' adalah 'bebal'.
2877,panen,penuaian,sinonim_satu_synset,'panen' dan 'penuaian' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'panen' dalam kalimat.,Padanan kata 'panen' adalah 'penuaian'.
2878,panen,tuaian,sinonim_satu_synset,'panen' dan 'tuaian' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'panen' dalam kalimat.,Padanan kata 'panen' adalah 'tuaian'.
2879,pangkal,permulaan,sinonim_satu_synset,'pangkal' dan 'permulaan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pangkal' dalam kalimat.,Padanan kata 'pangkal' adalah 'permulaan'.
2880,pangkal,asal,sinonim_satu_synset,'pangkal' dan 'asal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pangkal' dalam kalimat.,Padanan kata 'pangkal' adalah 'asal'.
2881,pangsi,paksi,sinonim_satu_synset,'pangsi' dan 'paksi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'pangsi' dalam kalimat.,Padanan kata 'pangsi' adalah 'paksi'.
2882,panili,vanili,varian_baku_tidak_baku,'panili' dan 'vanili' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'panili' dalam kalimat.,Padanan kata 'panili' adalah 'vanili'.
